,chunk_name,class_label
14642,.\bird_data\chunked_files\Acrocephalus-arundinaceus-289559_chunk19.wav,Acrocephalus arundinaceus
14643,.\bird_data\chunked_files\Acrocephalus-arundinaceus-289559_chunk20.wav,Acrocephalus arundinaceus
14644,.\bird_data\chunked_files\Acrocephalus-arundinaceus-289559_chunk21.wav,Acrocephalus arundinaceus
14645,.\bird_data\chunked_files\Acrocephalus-arundinaceus-289559_chunk22.wav,Acrocephalus arundinaceus
14646,.\bird_data\chunked_files\Acrocephalus-arundinaceus-289559_chunk23.wav,Acrocephalus arundinaceus
14647,.\bird_data\chunked_files\Acrocephalus-arundinaceus-289559_chunk24.wav,Acrocephalus arundinaceus
14648,.\bird_data\chunked_files\Acrocephalus-arundinaceus-289559_chunk25.wav,Acrocephalus arundinaceus
14649,.\bird_data\chunked_files\Acrocephalus-arundinaceus-289559_chunk26.wav,Acrocephalus arundinaceus
14650,.\bird_data\chunked_files\Acrocephalus-arundinaceus-289559_chunk27.wav,Acrocephalus arundinaceus
14651,.\bird_data\chunked_files\Acrocephalus-arundinaceus-289559_chunk28.wav,Acrocephalus arundinaceus
14652,.\bird_data\chunked_files\Acrocephalus-arundinaceus-289559_chunk29.wav,Acrocephalus arundinaceus
14653,.\bird_data\chunked_files\Acrocephalus-arundinaceus-289559_chunk30.wav,Acrocephalus arundinaceus
14654,.\bird_data\chunked_files\Acrocephalus-arundinaceus-289559_chunk31.wav,Acrocephalus arundinaceus
14655,.\bird_data\chunked_files\Acrocephalus-arundinaceus-289559_chunk32.wav,Acrocephalus arundinaceus
14656,.\bird_data\chunked_files\Acrocephalus-arundinaceus-289559_chunk33.wav,Acrocephalus arundinaceus
14657,.\bird_data\chunked_files\Acrocephalus-arundinaceus-289559_chunk34.wav,Acrocephalus arundinaceus
14658,.\bird_data\chunked_files\Acrocephalus-arundinaceus-289559_chunk35.wav,Acrocephalus arundinaceus
14659,.\bird_data\chunked_files\Acrocephalus-arundinaceus-289559_chunk36.wav,Acrocephalus arundinaceus
14660,.\bird_data\chunked_files\Acrocephalus-arundinaceus-289559_chunk37.wav,Acrocephalus arundinaceus
14661,.\bird_data\chunked_files\Acrocephalus-arundinaceus-289559_chunk38.wav,Acrocephalus arundinaceus
14662,.\bird_data\chunked_files\Acrocephalus-arundinaceus-289559_chunk39.wav,Acrocephalus arundinaceus
14663,.\bird_data\chunked_files\Acrocephalus-arundinaceus-289559_chunk40.wav,Acrocephalus arundinaceus
14664,.\bird_data\chunked_files\Acrocephalus-arundinaceus-289559_chunk41.wav,Acrocephalus arundinaceus
14665,.\bird_data\chunked_files\Acrocephalus-arundinaceus-289559_chunk42.wav,Acrocephalus arundinaceus
14666,.\bird_data\chunked_files\Acrocephalus-arundinaceus-289559_chunk43.wav,Acrocephalus arundinaceus
14667,.\bird_data\chunked_files\Acrocephalus-arundinaceus-289559_chunk44.wav,Acrocephalus arundinaceus
14668,.\bird_data\chunked_files\Acrocephalus-arundinaceus-289559_chunk45.wav,Acrocephalus arundinaceus
14669,.\bird_data\chunked_files\Acrocephalus-arundinaceus-289559_chunk46.wav,Acrocephalus arundinaceus
14670,.\bird_data\chunked_files\Acrocephalus-arundinaceus-289559_chunk47.wav,Acrocephalus arundinaceus
14671,.\bird_data\chunked_files\Acrocephalus-arundinaceus-289559_chunk48.wav,Acrocephalus arundinaceus
14672,.\bird_data\chunked_files\Acrocephalus-arundinaceus-289559_chunk49.wav,Acrocephalus arundinaceus
14673,.\bird_data\chunked_files\Acrocephalus-arundinaceus-289559_chunk50.wav,Acrocephalus arundinaceus
14674,.\bird_data\chunked_files\Acrocephalus-arundinaceus-289559_chunk51.wav,Acrocephalus arundinaceus
14675,.\bird_data\chunked_files\Acrocephalus-arundinaceus-289559_chunk52.wav,Acrocephalus arundinaceus
14676,.\bird_data\chunked_files\Acrocephalus-arundinaceus-289559_chunk53.wav,Acrocephalus arundinaceus
14677,.\bird_data\chunked_files\Acrocephalus-arundinaceus-289559_chunk54.wav,Acrocephalus arundinaceus
14678,.\bird_data\chunked_files\Acrocephalus-arundinaceus-289559_chunk55.wav,Acrocephalus arundinaceus
14679,.\bird_data\chunked_files\Acrocephalus-arundinaceus-289559_chunk56.wav,Acrocephalus arundinaceus
14680,.\bird_data\chunked_files\Acrocephalus-arundinaceus-289559_chunk57.wav,Acrocephalus arundinaceus
14681,.\bird_data\chunked_files\Acrocephalus-arundinaceus-289559_chunk58.wav,Acrocephalus arundinaceus
14682,.\bird_data\chunked_files\Acrocephalus-arundinaceus-289559_chunk59.wav,Acrocephalus arundinaceus
14683,.\bird_data\chunked_files\Acrocephalus-arundinaceus-289559_chunk60.wav,Acrocephalus arundinaceus
14684,.\bird_data\chunked_files\Acrocephalus-arundinaceus-289559_chunk61.wav,Acrocephalus arundinaceus
14685,.\bird_data\chunked_files\Acrocephalus-arundinaceus-289559_chunk62.wav,Acrocephalus arundinaceus
14686,.\bird_data\chunked_files\Acrocephalus-arundinaceus-289559_chunk63.wav,Acrocephalus arundinaceus
14687,.\bird_data\chunked_files\Acrocephalus-arundinaceus-289559_chunk64.wav,Acrocephalus arundinaceus
14688,.\bird_data\chunked_files\Acrocephalus-arundinaceus-289559_chunk65.wav,Acrocephalus arundinaceus
14689,.\bird_data\chunked_files\Acrocephalus-arundinaceus-289559_chunk66.wav,Acrocephalus arundinaceus
14690,.\bird_data\chunked_files\Acrocephalus-arundinaceus-289559_chunk67.wav,Acrocephalus arundinaceus
14691,.\bird_data\chunked_files\Acrocephalus-arundinaceus-289559_chunk68.wav,Acrocephalus arundinaceus
14692,.\bird_data\chunked_files\Acrocephalus-arundinaceus-289559_chunk69.wav,Acrocephalus arundinaceus
14693,.\bird_data\chunked_files\Acrocephalus-arundinaceus-289559_chunk70.wav,Acrocephalus arundinaceus
14694,.\bird_data\chunked_files\Acrocephalus-arundinaceus-289559_chunk71.wav,Acrocephalus arundinaceus
14695,.\bird_data\chunked_files\Acrocephalus-dumetorum-180592_chunk0.wav,Acrocephalus dumetorum
14696,.\bird_data\chunked_files\Acrocephalus-dumetorum-180592_chunk1.wav,Acrocephalus dumetorum
14697,.\bird_data\chunked_files\Acrocephalus-dumetorum-180592_chunk2.wav,Acrocephalus dumetorum
14698,.\bird_data\chunked_files\Acrocephalus-dumetorum-180592_chunk3.wav,Acrocephalus dumetorum
14699,.\bird_data\chunked_files\Acrocephalus-dumetorum-180592_chunk4.wav,Acrocephalus dumetorum
14700,.\bird_data\chunked_files\Acrocephalus-dumetorum-180592_chunk5.wav,Acrocephalus dumetorum
14701,.\bird_data\chunked_files\Acrocephalus-dumetorum-180592_chunk6.wav,Acrocephalus dumetorum
14702,.\bird_data\chunked_files\Acrocephalus-dumetorum-180592_chunk7.wav,Acrocephalus dumetorum
14703,.\bird_data\chunked_files\Acrocephalus-dumetorum-180592_chunk8.wav,Acrocephalus dumetorum
14704,.\bird_data\chunked_files\Acrocephalus-dumetorum-180592_chunk9.wav,Acrocephalus dumetorum
14705,.\bird_data\chunked_files\Acrocephalus-dumetorum-180592_chunk10.wav,Acrocephalus dumetorum
14706,.\bird_data\chunked_files\Acrocephalus-dumetorum-180592_chunk11.wav,Acrocephalus dumetorum
14707,.\bird_data\chunked_files\Acrocephalus-dumetorum-180592_chunk12.wav,Acrocephalus dumetorum
14708,.\bird_data\chunked_files\Acrocephalus-dumetorum-180592_chunk13.wav,Acrocephalus dumetorum
14709,.\bird_data\chunked_files\Acrocephalus-dumetorum-134919_chunk0.wav,Acrocephalus dumetorum
14710,.\bird_data\chunked_files\Acrocephalus-dumetorum-134919_chunk1.wav,Acrocephalus dumetorum
14711,.\bird_data\chunked_files\Acrocephalus-dumetorum-134919_chunk2.wav,Acrocephalus dumetorum
14712,.\bird_data\chunked_files\Acrocephalus-dumetorum-134919_chunk3.wav,Acrocephalus dumetorum
14713,.\bird_data\chunked_files\Acrocephalus-dumetorum-134919_chunk4.wav,Acrocephalus dumetorum
14714,.\bird_data\chunked_files\Acrocephalus-dumetorum-134919_chunk5.wav,Acrocephalus dumetorum
14715,.\bird_data\chunked_files\Acrocephalus-dumetorum-134919_chunk6.wav,Acrocephalus dumetorum
14716,.\bird_data\chunked_files\Acrocephalus-dumetorum-134919_chunk7.wav,Acrocephalus dumetorum
14717,.\bird_data\chunked_files\Acrocephalus-dumetorum-134919_chunk8.wav,Acrocephalus dumetorum
14718,.\bird_data\chunked_files\Acrocephalus-dumetorum-134919_chunk9.wav,Acrocephalus dumetorum
14719,.\bird_data\chunked_files\Acrocephalus-dumetorum-134919_chunk10.wav,Acrocephalus dumetorum
14720,.\bird_data\chunked_files\Acrocephalus-dumetorum-134919_chunk11.wav,Acrocephalus dumetorum
14721,.\bird_data\chunked_files\Acrocephalus-dumetorum-134919_chunk12.wav,Acrocephalus dumetorum
14722,.\bird_data\chunked_files\Acrocephalus-dumetorum-134919_chunk13.wav,Acrocephalus dumetorum
14723,.\bird_data\chunked_files\Acrocephalus-dumetorum-134919_chunk14.wav,Acrocephalus dumetorum
14724,.\bird_data\chunked_files\Acrocephalus-dumetorum-134919_chunk15.wav,Acrocephalus dumetorum
14725,.\bird_data\chunked_files\Acrocephalus-dumetorum-134919_chunk16.wav,Acrocephalus dumetorum
14726,.\bird_data\chunked_files\Acrocephalus-dumetorum-421650_chunk0.wav,Acrocephalus dumetorum
14727,.\bird_data\chunked_files\Acrocephalus-dumetorum-421650_chunk1.wav,Acrocephalus dumetorum
14728,.\bird_data\chunked_files\Acrocephalus-dumetorum-421650_chunk2.wav,Acrocephalus dumetorum
14729,.\bird_data\chunked_files\Acrocephalus-dumetorum-421650_chunk3.wav,Acrocephalus dumetorum
14730,.\bird_data\chunked_files\Acrocephalus-dumetorum-421650_chunk4.wav,Acrocephalus dumetorum
14731,.\bird_data\chunked_files\Acrocephalus-dumetorum-421650_chunk5.wav,Acrocephalus dumetorum
14732,.\bird_data\chunked_files\Acrocephalus-dumetorum-421650_chunk6.wav,Acrocephalus dumetorum
14733,.\bird_data\chunked_files\Acrocephalus-dumetorum-421650_chunk7.wav,Acrocephalus dumetorum
14734,.\bird_data\chunked_files\Acrocephalus-dumetorum-421650_chunk8.wav,Acrocephalus dumetorum
14735,.\bird_data\chunked_files\Acrocephalus-dumetorum-421650_chunk9.wav,Acrocephalus dumetorum
14736,.\bird_data\chunked_files\Acrocephalus-dumetorum-421650_chunk10.wav,Acrocephalus dumetorum
14737,.\bird_data\chunked_files\Acrocephalus-dumetorum-194051_chunk0.wav,Acrocephalus dumetorum
14738,.\bird_data\chunked_files\Acrocephalus-dumetorum-194051_chunk1.wav,Acrocephalus dumetorum
14739,.\bird_data\chunked_files\Acrocephalus-dumetorum-194051_chunk2.wav,Acrocephalus dumetorum
14740,.\bird_data\chunked_files\Acrocephalus-dumetorum-194051_chunk3.wav,Acrocephalus dumetorum
14741,.\bird_data\chunked_files\Acrocephalus-dumetorum-194051_chunk4.wav,Acrocephalus dumetorum
14742,.\bird_data\chunked_files\Acrocephalus-dumetorum-194051_chunk5.wav,Acrocephalus dumetorum
14743,.\bird_data\chunked_files\Acrocephalus-dumetorum-194051_chunk6.wav,Acrocephalus dumetorum
14744,.\bird_data\chunked_files\Acrocephalus-dumetorum-507769_chunk0.wav,Acrocephalus dumetorum
14745,.\bird_data\chunked_files\Acrocephalus-dumetorum-507769_chunk1.wav,Acrocephalus dumetorum
14746,.\bird_data\chunked_files\Acrocephalus-dumetorum-507769_chunk2.wav,Acrocephalus dumetorum
14747,.\bird_data\chunked_files\Acrocephalus-dumetorum-507769_chunk3.wav,Acrocephalus dumetorum
14748,.\bird_data\chunked_files\Acrocephalus-dumetorum-507769_chunk4.wav,Acrocephalus dumetorum
14749,.\bird_data\chunked_files\Acrocephalus-dumetorum-507769_chunk5.wav,Acrocephalus dumetorum
14750,.\bird_data\chunked_files\Acrocephalus-dumetorum-36646_chunk0.wav,Acrocephalus dumetorum
14751,.\bird_data\chunked_files\Acrocephalus-dumetorum-36646_chunk1.wav,Acrocephalus dumetorum
14752,.\bird_data\chunked_files\Acrocephalus-dumetorum-36646_chunk2.wav,Acrocephalus dumetorum
14753,.\bird_data\chunked_files\Acrocephalus-dumetorum-36646_chunk3.wav,Acrocephalus dumetorum
14754,.\bird_data\chunked_files\Acrocephalus-dumetorum-36646_chunk4.wav,Acrocephalus dumetorum
14755,.\bird_data\chunked_files\Acrocephalus-dumetorum-36646_chunk5.wav,Acrocephalus dumetorum
14756,.\bird_data\chunked_files\Acrocephalus-dumetorum-36646_chunk6.wav,Acrocephalus dumetorum
14757,.\bird_data\chunked_files\Acrocephalus-dumetorum-36646_chunk7.wav,Acrocephalus dumetorum
14758,.\bird_data\chunked_files\Acrocephalus-dumetorum-36646_chunk8.wav,Acrocephalus dumetorum
14759,.\bird_data\chunked_files\Acrocephalus-dumetorum-36646_chunk9.wav,Acrocephalus dumetorum
14760,.\bird_data\chunked_files\Acrocephalus-dumetorum-36646_chunk10.wav,Acrocephalus dumetorum
14761,.\bird_data\chunked_files\Acrocephalus-dumetorum-36646_chunk11.wav,Acrocephalus dumetorum
14762,.\bird_data\chunked_files\Acrocephalus-dumetorum-36646_chunk12.wav,Acrocephalus dumetorum
14763,.\bird_data\chunked_files\Acrocephalus-dumetorum-36646_chunk13.wav,Acrocephalus dumetorum
14764,.\bird_data\chunked_files\Acrocephalus-dumetorum-36646_chunk14.wav,Acrocephalus dumetorum
14765,.\bird_data\chunked_files\Acrocephalus-dumetorum-36646_chunk15.wav,Acrocephalus dumetorum
14766,.\bird_data\chunked_files\Acrocephalus-dumetorum-36646_chunk16.wav,Acrocephalus dumetorum
14767,.\bird_data\chunked_files\Acrocephalus-dumetorum-36646_chunk17.wav,Acrocephalus dumetorum
14768,.\bird_data\chunked_files\Acrocephalus-dumetorum-36646_chunk18.wav,Acrocephalus dumetorum
14769,.\bird_data\chunked_files\Acrocephalus-dumetorum-36646_chunk19.wav,Acrocephalus dumetorum
14770,.\bird_data\chunked_files\Acrocephalus-dumetorum-36646_chunk20.wav,Acrocephalus dumetorum
14771,.\bird_data\chunked_files\Acrocephalus-dumetorum-36646_chunk21.wav,Acrocephalus dumetorum
14772,.\bird_data\chunked_files\Acrocephalus-dumetorum-36646_chunk22.wav,Acrocephalus dumetorum
14773,.\bird_data\chunked_files\Acrocephalus-dumetorum-36646_chunk23.wav,Acrocephalus dumetorum
14774,.\bird_data\chunked_files\Acrocephalus-dumetorum-104091_chunk0.wav,Acrocephalus dumetorum
14775,.\bird_data\chunked_files\Acrocephalus-dumetorum-104091_chunk1.wav,Acrocephalus dumetorum
14776,.\bird_data\chunked_files\Acrocephalus-dumetorum-104091_chunk2.wav,Acrocephalus dumetorum
14777,.\bird_data\chunked_files\Acrocephalus-dumetorum-104091_chunk3.wav,Acrocephalus dumetorum
14778,.\bird_data\chunked_files\Acrocephalus-dumetorum-104091_chunk4.wav,Acrocephalus dumetorum
14779,.\bird_data\chunked_files\Acrocephalus-dumetorum-104091_chunk5.wav,Acrocephalus dumetorum
14780,.\bird_data\chunked_files\Acrocephalus-dumetorum-104091_chunk6.wav,Acrocephalus dumetorum
14781,.\bird_data\chunked_files\Acrocephalus-dumetorum-104091_chunk7.wav,Acrocephalus dumetorum
14782,.\bird_data\chunked_files\Acrocephalus-dumetorum-104091_chunk8.wav,Acrocephalus dumetorum
14783,.\bird_data\chunked_files\Acrocephalus-dumetorum-104091_chunk9.wav,Acrocephalus dumetorum
14784,.\bird_data\chunked_files\Acrocephalus-dumetorum-104091_chunk10.wav,Acrocephalus dumetorum
14785,.\bird_data\chunked_files\Acrocephalus-dumetorum-104091_chunk11.wav,Acrocephalus dumetorum
14786,.\bird_data\chunked_files\Acrocephalus-dumetorum-104091_chunk12.wav,Acrocephalus dumetorum
14787,.\bird_data\chunked_files\Acrocephalus-dumetorum-104091_chunk13.wav,Acrocephalus dumetorum
14788,.\bird_data\chunked_files\Acrocephalus-dumetorum-104091_chunk14.wav,Acrocephalus dumetorum
14789,.\bird_data\chunked_files\Acrocephalus-dumetorum-104091_chunk15.wav,Acrocephalus dumetorum
14790,.\bird_data\chunked_files\Acrocephalus-dumetorum-104091_chunk16.wav,Acrocephalus dumetorum
14791,.\bird_data\chunked_files\Acrocephalus-dumetorum-104091_chunk17.wav,Acrocephalus dumetorum
14792,.\bird_data\chunked_files\Acrocephalus-dumetorum-104091_chunk18.wav,Acrocephalus dumetorum
14793,.\bird_data\chunked_files\Acrocephalus-dumetorum-104091_chunk19.wav,Acrocephalus dumetorum
14794,.\bird_data\chunked_files\Acrocephalus-dumetorum-104091_chunk20.wav,Acrocephalus dumetorum
14795,.\bird_data\chunked_files\Acrocephalus-dumetorum-104091_chunk21.wav,Acrocephalus dumetorum
14796,.\bird_data\chunked_files\Acrocephalus-dumetorum-104091_chunk22.wav,Acrocephalus dumetorum
14797,.\bird_data\chunked_files\Acrocephalus-dumetorum-104091_chunk23.wav,Acrocephalus dumetorum
14798,.\bird_data\chunked_files\Acrocephalus-dumetorum-104091_chunk24.wav,Acrocephalus dumetorum
14799,.\bird_data\chunked_files\Acrocephalus-dumetorum-104091_chunk25.wav,Acrocephalus dumetorum
14800,.\bird_data\chunked_files\Acrocephalus-dumetorum-104091_chunk26.wav,Acrocephalus dumetorum
14801,.\bird_data\chunked_files\Acrocephalus-dumetorum-104091_chunk27.wav,Acrocephalus dumetorum
14802,.\bird_data\chunked_files\Acrocephalus-dumetorum-104091_chunk28.wav,Acrocephalus dumetorum
14803,.\bird_data\chunked_files\Acrocephalus-dumetorum-104091_chunk29.wav,Acrocephalus dumetorum
14804,.\bird_data\chunked_files\Acrocephalus-dumetorum-104091_chunk30.wav,Acrocephalus dumetorum
14805,.\bird_data\chunked_files\Acrocephalus-dumetorum-104091_chunk31.wav,Acrocephalus dumetorum
14806,.\bird_data\chunked_files\Acrocephalus-dumetorum-104091_chunk32.wav,Acrocephalus dumetorum
14807,.\bird_data\chunked_files\Acrocephalus-dumetorum-104091_chunk33.wav,Acrocephalus dumetorum
14808,.\bird_data\chunked_files\Acrocephalus-dumetorum-506494_chunk0.wav,Acrocephalus dumetorum
14809,.\bird_data\chunked_files\Acrocephalus-dumetorum-506494_chunk1.wav,Acrocephalus dumetorum
14810,.\bird_data\chunked_files\Acrocephalus-dumetorum-506494_chunk2.wav,Acrocephalus dumetorum
14811,.\bird_data\chunked_files\Acrocephalus-dumetorum-506494_chunk3.wav,Acrocephalus dumetorum
14812,.\bird_data\chunked_files\Acrocephalus-dumetorum-506494_chunk4.wav,Acrocephalus dumetorum
14813,.\bird_data\chunked_files\Acrocephalus-dumetorum-134920_chunk0.wav,Acrocephalus dumetorum
14814,.\bird_data\chunked_files\Acrocephalus-dumetorum-134920_chunk1.wav,Acrocephalus dumetorum
14815,.\bird_data\chunked_files\Acrocephalus-dumetorum-134920_chunk2.wav,Acrocephalus dumetorum
14816,.\bird_data\chunked_files\Acrocephalus-dumetorum-134920_chunk3.wav,Acrocephalus dumetorum
14817,.\bird_data\chunked_files\Acrocephalus-dumetorum-134920_chunk4.wav,Acrocephalus dumetorum
14818,.\bird_data\chunked_files\Acrocephalus-dumetorum-134920_chunk5.wav,Acrocephalus dumetorum
14819,.\bird_data\chunked_files\Acrocephalus-dumetorum-134920_chunk6.wav,Acrocephalus dumetorum
14820,.\bird_data\chunked_files\Acrocephalus-dumetorum-134920_chunk7.wav,Acrocephalus dumetorum
14821,.\bird_data\chunked_files\Acrocephalus-dumetorum-134920_chunk8.wav,Acrocephalus dumetorum
14822,.\bird_data\chunked_files\Acrocephalus-dumetorum-134920_chunk9.wav,Acrocephalus dumetorum
14823,.\bird_data\chunked_files\Acrocephalus-dumetorum-134920_chunk10.wav,Acrocephalus dumetorum
14824,.\bird_data\chunked_files\Acrocephalus-dumetorum-134920_chunk11.wav,Acrocephalus dumetorum
14825,.\bird_data\chunked_files\Acrocephalus-dumetorum-134920_chunk12.wav,Acrocephalus dumetorum
14826,.\bird_data\chunked_files\Acrocephalus-dumetorum-134920_chunk13.wav,Acrocephalus dumetorum
14827,.\bird_data\chunked_files\Acrocephalus-dumetorum-134920_chunk14.wav,Acrocephalus dumetorum
14828,.\bird_data\chunked_files\Acrocephalus-dumetorum-134920_chunk15.wav,Acrocephalus dumetorum
14829,.\bird_data\chunked_files\Acrocephalus-dumetorum-134920_chunk16.wav,Acrocephalus dumetorum
14830,.\bird_data\chunked_files\Acrocephalus-dumetorum-134920_chunk17.wav,Acrocephalus dumetorum
14831,.\bird_data\chunked_files\Acrocephalus-dumetorum-134920_chunk18.wav,Acrocephalus dumetorum
14832,.\bird_data\chunked_files\Acrocephalus-dumetorum-134920_chunk19.wav,Acrocephalus dumetorum
14833,.\bird_data\chunked_files\Acrocephalus-dumetorum-134920_chunk20.wav,Acrocephalus dumetorum
14834,.\bird_data\chunked_files\Acrocephalus-dumetorum-134720_chunk0.wav,Acrocephalus dumetorum
14835,.\bird_data\chunked_files\Acrocephalus-dumetorum-134720_chunk1.wav,Acrocephalus dumetorum
14836,.\bird_data\chunked_files\Acrocephalus-dumetorum-134720_chunk2.wav,Acrocephalus dumetorum
14837,.\bird_data\chunked_files\Acrocephalus-dumetorum-134720_chunk3.wav,Acrocephalus dumetorum
14838,.\bird_data\chunked_files\Acrocephalus-dumetorum-134720_chunk4.wav,Acrocephalus dumetorum
14839,.\bird_data\chunked_files\Acrocephalus-dumetorum-134720_chunk5.wav,Acrocephalus dumetorum
14840,.\bird_data\chunked_files\Acrocephalus-dumetorum-134720_chunk6.wav,Acrocephalus dumetorum
14841,.\bird_data\chunked_files\Acrocephalus-dumetorum-134720_chunk7.wav,Acrocephalus dumetorum
14842,.\bird_data\chunked_files\Acrocephalus-dumetorum-134720_chunk8.wav,Acrocephalus dumetorum
14843,.\bird_data\chunked_files\Acrocephalus-dumetorum-183626_chunk0.wav,Acrocephalus dumetorum
14844,.\bird_data\chunked_files\Acrocephalus-dumetorum-183626_chunk1.wav,Acrocephalus dumetorum
14845,.\bird_data\chunked_files\Acrocephalus-dumetorum-183626_chunk2.wav,Acrocephalus dumetorum
14846,.\bird_data\chunked_files\Acrocephalus-dumetorum-183626_chunk3.wav,Acrocephalus dumetorum
14847,.\bird_data\chunked_files\Acrocephalus-dumetorum-183626_chunk4.wav,Acrocephalus dumetorum
14848,.\bird_data\chunked_files\Acrocephalus-dumetorum-183626_chunk5.wav,Acrocephalus dumetorum
14849,.\bird_data\chunked_files\Acrocephalus-dumetorum-183626_chunk6.wav,Acrocephalus dumetorum
14850,.\bird_data\chunked_files\Acrocephalus-dumetorum-183626_chunk7.wav,Acrocephalus dumetorum
14851,.\bird_data\chunked_files\Acrocephalus-dumetorum-183626_chunk8.wav,Acrocephalus dumetorum
14852,.\bird_data\chunked_files\Acrocephalus-dumetorum-183626_chunk9.wav,Acrocephalus dumetorum
14853,.\bird_data\chunked_files\Acrocephalus-dumetorum-183626_chunk10.wav,Acrocephalus dumetorum
14854,.\bird_data\chunked_files\Acrocephalus-dumetorum-183626_chunk11.wav,Acrocephalus dumetorum
14855,.\bird_data\chunked_files\Acrocephalus-dumetorum-183626_chunk12.wav,Acrocephalus dumetorum
14856,.\bird_data\chunked_files\Acrocephalus-dumetorum-183626_chunk13.wav,Acrocephalus dumetorum
14857,.\bird_data\chunked_files\Acrocephalus-dumetorum-183626_chunk14.wav,Acrocephalus dumetorum
14858,.\bird_data\chunked_files\Acrocephalus-dumetorum-183626_chunk15.wav,Acrocephalus dumetorum
14859,.\bird_data\chunked_files\Acrocephalus-dumetorum-183626_chunk16.wav,Acrocephalus dumetorum
14860,.\bird_data\chunked_files\Acrocephalus-dumetorum-183626_chunk17.wav,Acrocephalus dumetorum
14861,.\bird_data\chunked_files\Acrocephalus-dumetorum-183626_chunk18.wav,Acrocephalus dumetorum
14862,.\bird_data\chunked_files\Acrocephalus-dumetorum-183626_chunk19.wav,Acrocephalus dumetorum
14863,.\bird_data\chunked_files\Acrocephalus-dumetorum-183626_chunk20.wav,Acrocephalus dumetorum
14864,.\bird_data\chunked_files\Acrocephalus-dumetorum-183626_chunk21.wav,Acrocephalus dumetorum
14865,.\bird_data\chunked_files\Acrocephalus-dumetorum-183626_chunk22.wav,Acrocephalus dumetorum
14866,.\bird_data\chunked_files\Acrocephalus-dumetorum-183626_chunk23.wav,Acrocephalus dumetorum
14867,.\bird_data\chunked_files\Acrocephalus-dumetorum-183626_chunk24.wav,Acrocephalus dumetorum
14868,.\bird_data\chunked_files\Acrocephalus-dumetorum-183626_chunk25.wav,Acrocephalus dumetorum
14869,.\bird_data\chunked_files\Acrocephalus-dumetorum-183626_chunk26.wav,Acrocephalus dumetorum
14870,.\bird_data\chunked_files\Acrocephalus-dumetorum-250297_chunk0.wav,Acrocephalus dumetorum
14871,.\bird_data\chunked_files\Acrocephalus-dumetorum-250297_chunk1.wav,Acrocephalus dumetorum
14872,.\bird_data\chunked_files\Acrocephalus-dumetorum-250297_chunk2.wav,Acrocephalus dumetorum
14873,.\bird_data\chunked_files\Acrocephalus-dumetorum-250297_chunk3.wav,Acrocephalus dumetorum
14874,.\bird_data\chunked_files\Acrocephalus-dumetorum-250297_chunk4.wav,Acrocephalus dumetorum
14875,.\bird_data\chunked_files\Acrocephalus-dumetorum-250297_chunk5.wav,Acrocephalus dumetorum
14876,.\bird_data\chunked_files\Acrocephalus-dumetorum-250297_chunk6.wav,Acrocephalus dumetorum
14877,.\bird_data\chunked_files\Acrocephalus-dumetorum-250297_chunk7.wav,Acrocephalus dumetorum
14878,.\bird_data\chunked_files\Acrocephalus-dumetorum-250297_chunk8.wav,Acrocephalus dumetorum
14879,.\bird_data\chunked_files\Acrocephalus-dumetorum-250297_chunk9.wav,Acrocephalus dumetorum
14880,.\bird_data\chunked_files\Acrocephalus-dumetorum-250297_chunk10.wav,Acrocephalus dumetorum
14881,.\bird_data\chunked_files\Acrocephalus-dumetorum-250297_chunk11.wav,Acrocephalus dumetorum
14882,.\bird_data\chunked_files\Acrocephalus-dumetorum-250297_chunk12.wav,Acrocephalus dumetorum
14883,.\bird_data\chunked_files\Acrocephalus-dumetorum-477196_chunk0.wav,Acrocephalus dumetorum
14884,.\bird_data\chunked_files\Acrocephalus-dumetorum-477196_chunk1.wav,Acrocephalus dumetorum
14885,.\bird_data\chunked_files\Acrocephalus-dumetorum-477196_chunk2.wav,Acrocephalus dumetorum
14886,.\bird_data\chunked_files\Acrocephalus-dumetorum-477196_chunk3.wav,Acrocephalus dumetorum
14887,.\bird_data\chunked_files\Acrocephalus-dumetorum-477196_chunk4.wav,Acrocephalus dumetorum
14888,.\bird_data\chunked_files\Acrocephalus-dumetorum-477196_chunk5.wav,Acrocephalus dumetorum
14889,.\bird_data\chunked_files\Acrocephalus-dumetorum-477196_chunk6.wav,Acrocephalus dumetorum
14890,.\bird_data\chunked_files\Acrocephalus-dumetorum-477196_chunk7.wav,Acrocephalus dumetorum
14891,.\bird_data\chunked_files\Acrocephalus-dumetorum-477196_chunk8.wav,Acrocephalus dumetorum
14892,.\bird_data\chunked_files\Acrocephalus-dumetorum-477196_chunk9.wav,Acrocephalus dumetorum
14893,.\bird_data\chunked_files\Acrocephalus-dumetorum-477196_chunk10.wav,Acrocephalus dumetorum
14894,.\bird_data\chunked_files\Acrocephalus-dumetorum-477196_chunk11.wav,Acrocephalus dumetorum
14895,.\bird_data\chunked_files\Acrocephalus-dumetorum-477196_chunk12.wav,Acrocephalus dumetorum
14896,.\bird_data\chunked_files\Acrocephalus-dumetorum-477196_chunk13.wav,Acrocephalus dumetorum
14897,.\bird_data\chunked_files\Acrocephalus-dumetorum-477196_chunk14.wav,Acrocephalus dumetorum
14898,.\bird_data\chunked_files\Acrocephalus-dumetorum-477196_chunk15.wav,Acrocephalus dumetorum
